Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type
1233754,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01050,magnesium hydroxide,ibuprofen,Minor,Synergism
1233783,DB00731,(.*) may increase the hypoglycemic activities of (.*).,DB06718,nateglinide,stanozolol,Moderate,Synergism
1233967,DB00331,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00220,metformin,nelfinavir,Unknown,Antagonism
1234067,DB06824,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09407,triethylenetetramine,magnesium chloride,Unknown,Antagonism
1234086,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00369,streptomycin,cidofovir,Major,Synergism
1234141,DB00370,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00927,mirtazapine,famotidine,Moderate,Synergism
1234306,DB01156,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01246,bupropion,alimemazine,Unknown,New Adverse
1234332,DB08864,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,rilpivirine,aprepitant,Unknown,Synergism
1234490,DB00280,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,disopyramide,miconazole,Unknown,Synergism
1234492,DB04824,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB08890,phenolphthalein,linaclotide,Unknown,New Adverse
1234542,DB00443,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01097,betamethasone,leflunomide,Unknown,Synergism
1234593,DB00641,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00199,simvastatin,erythromycin,Major,Synergism
1234596,DB00414,(.*) may decrease the hypoglycemic activities of (.*).,DB00726,acetohexamide,trimipramine,Moderate,Antagonism
1234691,DB00795,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,sulfasalazine,insulin detemir,Moderate,Synergism
1234693,DB01400,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00741,neostigmine,hydrocortisone,Moderate,Antagonism
1234745,DB01105,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB08883,sibutramine,perampanel,Moderate,Synergism
1234752,DB00197,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00880,troglitazone,chlorothiazide,Moderate,Antagonism
1234810,DB01364,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00264,ephedrine,metoprolol,Moderate,Antagonism
1234819,DB09472,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB14881,sodium sulfate,oliceridine,Moderate,Antagonism
1234981,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB01254,eliglustat,dasatinib,Unknown,Synergism
1234991,DB00652,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB04871,pentazocine,lorcaserin,Unknown,New Adverse
1235063,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01242,levofloxacin,clomipramine,Moderate,Synergism
1235085,DB06335,the risk or severity of angioedema can be increased when (.*) is combined with (.*).,DB00178,saxagliptin,ramipril,Unknown,Synergism
1235218,DB00620,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09082,triamcinolone,vilanterol,Minor,New Adverse
1235237,DB00871,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00916,terbutaline,metronidazole,Minor,Synergism
1235264,DB08883,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,perampanel,dronabinol,Unknown,Synergism
1235385,DB00470,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00230,dronabinol,pregabalin,Unknown,Synergism
1235502,DB00175,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01211,pravastatin,clarithromycin,Moderate,Synergism
1235587,DB01222,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB06372,budesonide,rilonacept,Unknown,Synergism
1235752,DB00827,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00258,cinoxacin,calcium acetate,Moderate,Antagonism
1235775,DB09237,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11126,levamlodipine,calcium gluconate,Moderate,Antagonism
1235801,DB00091,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00916,cyclosporine,metronidazole,Moderate,Synergism
1235858,DB00450,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01211,droperidol,clarithromycin,Major,Synergism
1235899,DB00904,the metabolism of (.*) can be increased when combined with (.*).,DB09098,ondansetron,somatrem,Moderate,Antagonism
1235924,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB06702,propantheline,fesoterodine,Moderate,New Adverse
1235949,DB00998,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB04871,frovatriptan,lorcaserin,Major,New Adverse
1235996,DB00780,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB01364,phenelzine,ephedrine,Major,Synergism
1236060,DB00622,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11126,nicardipine,calcium gluconate,Moderate,Antagonism
1236105,DB01276,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00537,exenatide,ciprofloxacin,Unknown,Synergism
1236156,DB00433,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00889,prochlorperazine,granisetron,Moderate,Synergism
1236173,DB00334,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00757,olanzapine,dolasetron,Moderate,New Adverse
1236197,DB09068,the metabolism of (.*) can be decreased when combined with (.*).,DB00197,vortioxetine,troglitazone,Unknown,Synergism
1236335,DB00839,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00977,tolazamide,ethinylestradiol,Moderate,Antagonism
1236507,DB00620,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00533,triamcinolone,rofecoxib,Moderate,New Adverse
1236545,DB09020,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06723,bisacodyl,aluminum hydroxide,Unknown,Antagonism
1236582,DB12612,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00795,ozanimod,sulfasalazine,Major,Synergism
1236651,DB00620,the metabolism of (.*) can be increased when combined with (.*).,DB00794,triamcinolone,primidone,Unknown,Antagonism
1236666,DB00703,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB09564,methazolamide,insulin degludec,Unknown,Synergism
1236719,DB00675,the metabolism of (.*) can be increased when combined with (.*).,DB00197,tamoxifen,troglitazone,Moderate,Antagonism
1236728,DB00908,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00839,quinidine,tolazamide,Moderate,Synergism
1236780,DB14509,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00759,lithium carbonate,tetracycline,Unknown,Synergism
1236908,DB09268,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01332,picosulfuric acid,ceftizoxime,Moderate,Synergism
1236912,DB01144,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB00581,diclofenamide,lactulose,Moderate,Synergism
1236971,DB00980,the metabolism of (.*) can be decreased when combined with (.*).,DB05990,ramelteon,obeticholic acid,Moderate,Synergism
1236973,DB00574,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00370,fenfluramine,mirtazapine,Unknown,Antagonism
1237056,DB04855,(.*) may increase the qtc-prolonging activities of (.*).,DB00604,dronedarone,cisapride,Major,Synergism
1237255,DB00703,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09104,methazolamide,magnesium hydroxide,Moderate,Synergism
1237274,DB00529,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00927,foscarnet,famotidine,Moderate,Synergism
1237299,DB00374,(.*) may decrease the antihypertensive activities of (.*).,DB01364,treprostinil,ephedrine,Moderate,Antagonism
1237360,DB00197,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00191,troglitazone,phentermine,Unknown,Synergism
1237469,DB01112,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01377,cefuroxime,magnesium oxide,Moderate,Antagonism
1237619,DB00261,the risk or severity of bleeding can be increased when (.*) is combined with (.*).,DB00945,anagrelide,acetylsalicylic acid,Unknown,Synergism
1237740,DB00641,"the risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when (.*) is combined with (.*).",DB00898,simvastatin,ethanol,Unknown,Synergism
1237820,DB01551,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11130,dihydrocodeine,opium,Unknown,New Adverse
1237857,DB00734,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00771,risperidone,clidinium,Moderate,New Adverse
1237869,DB15328,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00501,ubrogepant,cimetidine,Moderate,Synergism
1237874,DB09472,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00476,sodium sulfate,duloxetine,Unknown,Synergism
1237879,DB11817,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB11130,baricitinib,opium,Unknown,Synergism
1237881,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00864,insulin degludec,tacrolimus,Moderate,Antagonism
1237911,DB00377,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00420,palonosetron,promazine,Moderate,New Adverse
1237943,DB04834,the risk or severity of myopathy and weakness can be increased when (.*) is combined with (.*).,DB00443,rapacuronium,betamethasone,Moderate,Synergism
1238060,DB00514,the metabolism of (.*) can be decreased when combined with (.*).,DB09291,dextromethorphan,rolapitant,Moderate,Synergism
1238070,DB00904,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01246,ondansetron,alimemazine,Unknown,New Adverse
1238233,DB01234,the excretion of (.*) can be decreased when combined with (.*).,DB00695,dexamethasone,furosemide,Moderate,Synergism
1238297,DB01226,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00653,mivacurium,magnesium sulfate,Moderate,Synergism
1238303,DB00254,the absorption of (.*) can be decreased when combined with (.*).,DB09104,doxycycline,magnesium hydroxide,Moderate,Antagonism
1238319,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01035,levofloxacin,procainamide,Major,Synergism
1238371,DB01261,(.*) may decrease the hypoglycemic activities of (.*).,DB09100,sitagliptin,"thyroid, porcine",Moderate,Antagonism
1238405,DB09237,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB13142,levamlodipine,calcium glubionate anhydrous,Moderate,Antagonism
1238437,DB01059,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00653,norfloxacin,magnesium sulfate,Moderate,Antagonism
1238533,DB09027,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01129,ledipasvir,rabeprazole,Moderate,Antagonism
1238543,DB01234,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB01291,dexamethasone,pirbuterol,Minor,New Adverse
1238596,DB01124,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00576,tolbutamide,sulfamethizole,Moderate,Synergism
1238689,DB00209,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00434,trospium,cyproheptadine,Unknown,Synergism
1238699,DB01238,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11315,aripiprazole,methscopolamine,Unknown,Synergism
1238793,DB06706,(.*) may increase the tachycardic activities of (.*).,DB00285,isometheptene,venlafaxine,Moderate,Synergism
1238827,DB01278,(.*) may decrease the hypoglycemic activities of (.*).,DB00024,pramlintide,thyrotropin alfa,Moderate,Antagonism
1238853,DB00887,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00945,bumetanide,acetylsalicylic acid,Minor,Synergism
1238880,DB00860,the risk or severity of fluid retention can be increased when (.*) is combined with (.*).,DB00621,prednisolone,oxandrolone,Moderate,New Adverse
1238908,DB00284,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00331,acarbose,metformin,Minor,Synergism
1238943,DB06589,the metabolism of (.*) can be decreased when combined with (.*).,DB00836,pazopanib,loperamide,Unknown,Synergism
1239143,DB01026,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06723,ketoconazole,aluminum hydroxide,Moderate,Antagonism
1239154,DB00046,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00365,insulin lispro,grepafloxacin,Major,Synergism
1239169,DB01233,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01618,metoclopramide,molindone,Major,New Adverse
1239187,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00668,semaglutide,epinephrine,Moderate,Antagonism
1239242,DB01115,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01164,nifedipine,calcium chloride,Moderate,Antagonism
1239325,DB00046,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01136,insulin lispro,carvedilol,Moderate,Synergism
1239371,DB00672,the protein binding of (.*) can be decreased when combined with (.*).,DB00605,chlorpropamide,sulindac,Unknown,Synergism
1239566,DB08865,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,crizotinib,miconazole,Moderate,Synergism
1239568,DB12500,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01234,fedratinib,dexamethasone,Major,Antagonism
1239570,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00668,dulaglutide,epinephrine,Moderate,Antagonism
1239600,DB00635,the metabolism of (.*) can be decreased when combined with (.*).,DB00976,prednisone,telithromycin,Moderate,Synergism
1239658,DB00296,the metabolism of (.*) can be decreased when combined with (.*).,DB05990,ropivacaine,obeticholic acid,Moderate,Synergism
1239781,DB01261,the metabolism of (.*) can be decreased when combined with (.*).,DB00224,sitagliptin,indinavir,Unknown,Synergism
1239797,DB00741,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11642,hydrocortisone,pitolisant,Unknown,Antagonism
1239872,DB00222,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01395,glimepiride,drospirenone,Unknown,Antagonism
1239892,DB01238,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00836,aripiprazole,loperamide,Moderate,Synergism
1239995,DB00956,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01233,hydrocodone,metoclopramide,Unknown,Synergism
1240003,DB06824,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11126,triethylenetetramine,calcium gluconate,Unknown,Antagonism
1240041,DB01098,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09291,rosuvastatin,rolapitant,Moderate,Synergism
1240118,DB01222,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00221,budesonide,isoetharine,Unknown,New Adverse
1240119,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00508,insulin degludec,triflupromazine,Moderate,Antagonism
1240134,DB00672,(.*) may decrease the hypoglycemic activities of (.*).,DB00052,chlorpropamide,somatotropin,Moderate,Antagonism
1240153,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB00623,eliglustat,fluphenazine,Moderate,Synergism
1240289,DB01226,the risk or severity of myopathy and weakness can be increased when (.*) is combined with (.*).,DB00635,mivacurium,prednisone,Unknown,New Adverse
1240428,DB00860,the metabolism of (.*) can be decreased when combined with (.*).,DB00625,prednisolone,efavirenz,Unknown,Synergism
1240627,DB09564,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00373,insulin degludec,timolol,Moderate,Synergism
1240693,DB00779,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06723,nalidixic acid,aluminum hydroxide,Moderate,Antagonism
1240715,DB01137,the excretion of (.*) can be decreased when combined with (.*).,DB14761,levofloxacin,remdesivir,Unknown,Synergism
1240896,DB01124,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00224,tolbutamide,indinavir,Moderate,Antagonism
1240905,DB08882,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00685,linagliptin,trovafloxacin,Moderate,Synergism
1241010,DB01261,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01119,sitagliptin,diazoxide,Moderate,Antagonism
1241104,DB00795,the risk or severity of bleeding and hemorrhage can be increased when (.*) is combined with (.*).,DB00682,sulfasalazine,warfarin,Major,Synergism
1241159,DB00688,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00213,mycophenolate mofetil,pantoprazole,Unknown,Synergism
1241277,DB00581,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11110,lactulose,magnesium citrate,Unknown,New Adverse
1241300,DB00046,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09125,insulin lispro,potassium citrate,Minor,Antagonism
1241325,DB06655,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00703,liraglutide,methazolamide,Moderate,Synergism
1241336,DB06448,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,lonafarnib,clarithromycin,Major,Synergism
1241337,DB00687,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00839,fludrocortisone,tolazamide,Moderate,Synergism
1241349,DB00731,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00834,nateglinide,mifepristone,Moderate,Synergism
1241373,DB01225,(.*) may increase the anticoagulant activities of (.*).,DB00945,enoxaparin,acetylsalicylic acid,Unknown,Synergism
1241421,DB00877,the serum concentration of (.*) can be increased when it is combined with (.*).,DB08907,sirolimus,canagliflozin,Moderate,Synergism
1241424,DB00254,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00241,doxycycline,butalbital,Moderate,Antagonism
1241429,DB00722,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00047,lisinopril,insulin glargine,Moderate,Synergism
1241519,DB00390,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00994,digoxin,neomycin,Minor,Antagonism
1241524,DB00912,the serum concentration of (.*) can be increased when it is combined with (.*).,DB06287,repaglinide,temsirolimus,Moderate,Synergism
1241527,DB09082,the risk or severity of qtc prolongation and ventricular arrhythmias can be increased when (.*) is combined with (.*).,DB00927,vilanterol,famotidine,Moderate,New Adverse
1241552,DB01124,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB08899,tolbutamide,enzalutamide,Moderate,Antagonism
1241713,DB00864,the metabolism of (.*) can be decreased when combined with (.*).,DB00736,tacrolimus,esomeprazole,Unknown,Synergism
1241835,DB00771,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00985,clidinium,dimenhydrinate,Unknown,New Adverse
1241885,DB04855,the metabolism of (.*) can be increased when combined with (.*).,DB01234,dronedarone,dexamethasone,Moderate,Antagonism
1241947,DB00312,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11130,pentobarbital,opium,Unknown,New Adverse
1241958,DB00980,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00731,ramelteon,nateglinide,Moderate,Synergism
1241982,DB01151,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00986,desipramine,glycopyrronium,Unknown,New Adverse
1242007,DB00904,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB04896,ondansetron,milnacipran,Major,Synergism
1242058,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB08903,levofloxacin,bedaquiline,Major,Synergism
1242150,DB08882,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00562,linagliptin,benzthiazide,Moderate,Antagonism
1242159,DB01255,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB06706,lisdexamfetamine,isometheptene,Moderate,Synergism
1242246,DB00542,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB09038,benazepril,empagliflozin,Moderate,New Adverse
1242278,DB00620,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00500,triamcinolone,tolmetin,Moderate,New Adverse
1242302,DB00864,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00916,tacrolimus,metronidazole,Moderate,Synergism
1242409,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01062,propantheline,oxybutynin,Moderate,New Adverse
1242462,DB00580,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01014,valdecoxib,balsalazide,Unknown,New Adverse
1242473,DB01135,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00863,doxacurium,ranitidine,Unknown,Synergism
1242516,DB00673,the metabolism of (.*) can be decreased when combined with (.*).,DB01072,aprepitant,atazanavir,Moderate,Synergism
1242562,DB11921,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01276,deflazacort,exenatide,Unknown,Synergism
1242640,DB06335,the metabolism of (.*) can be decreased when combined with (.*).,DB01072,saxagliptin,atazanavir,Unknown,Synergism
1242793,DB00860,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01097,prednisolone,leflunomide,Unknown,Synergism
1242827,DB01172,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01112,kanamycin,cefuroxime,Moderate,Synergism
1242947,DB00741,the metabolism of (.*) can be decreased when combined with (.*).,DB04868,hydrocortisone,nilotinib,Moderate,Synergism
1242962,DB00030,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01267,insulin human,paliperidone,Moderate,Antagonism
1243018,DB00196,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01113,fluconazole,papaverine,Major,Synergism
1243039,DB11827,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09063,ertugliflozin,ceritinib,Moderate,Antagonism
1243051,DB00710,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB13231,ibandronate,calcium lactate,Moderate,Antagonism
1243067,DB01124,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00218,tolbutamide,moxifloxacin,Major,Synergism
1243080,DB00204,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,dofetilide,clarithromycin,Unknown,Synergism
1243132,DB01364,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00451,ephedrine,levothyroxine,Unknown,Synergism
1243190,DB00903,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB11113,etacrynic acid,castor oil,Moderate,New Adverse
1243199,DB01338,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00620,pipecuronium,triamcinolone,Moderate,Antagonism
1243201,DB12035,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11348,sarecycline,calcium phosphate,Unknown,Antagonism
1243232,DB00795,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB01028,sulfasalazine,methoxyflurane,Moderate,Synergism
1243272,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06216,acarbose,asenapine,Moderate,Antagonism
1243302,DB00983,the metabolism of (.*) can be decreased when combined with (.*).,DB00731,formoterol,nateglinide,Unknown,Synergism
1243355,DB09241,(.*) may increase the serotonergic activities of (.*).,DB00889,methylene blue,granisetron,Major,Synergism
1243403,DB09268,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01330,picosulfuric acid,cefotetan,Unknown,Synergism
1243446,DB01226,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00512,mivacurium,vancomycin,Unknown,Synergism
1243549,DB04844,the metabolism of (.*) can be decreased when combined with (.*).,DB00604,tetrabenazine,cisapride,Major,Synergism
1243577,DB09564,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00571,insulin degludec,propranolol,Moderate,Synergism
1243638,DB14006,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00030,choline salicylate,insulin human,Moderate,Synergism
1243702,DB00839,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,tolazamide,insulin detemir,Unknown,Synergism
1243793,DB00704,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00476,naltrexone,duloxetine,Moderate,Synergism
1243870,DB01173,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,orphenadrine,nabilone,Moderate,Synergism
1243900,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00215,granisetron,citalopram,Unknown,Synergism
1243934,DB01124,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00467,tolbutamide,enoxacin,Major,Synergism
1243947,DB01254,the metabolism of (.*) can be decreased when combined with (.*).,DB00574,dasatinib,fenfluramine,Moderate,Synergism
1244056,DB00687,the bioavailability of (.*) can be decreased when combined with (.*).,DB09104,fludrocortisone,magnesium hydroxide,Moderate,Antagonism
1244086,DB00030,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09128,insulin human,brexpiprazole,Moderate,Antagonism
1244214,DB00338,the serum concentration of (.*) can be increased when it is combined with (.*).,DB12500,omeprazole,fedratinib,Unknown,Synergism
1244348,DB00448,the metabolism of (.*) can be decreased when combined with (.*).,DB00343,lansoprazole,diltiazem,Moderate,Synergism
1244363,DB00482,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00795,celecoxib,sulfasalazine,Moderate,New Adverse
1244387,DB00915,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11315,amantadine,methscopolamine,Moderate,New Adverse
1244423,DB01067,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,glipizide,norfloxacin,Major,Synergism
1244437,DB01192,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,oxymorphone,bupropion,Major,Synergism
1244481,DB01276,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00978,exenatide,lomefloxacin,Moderate,Synergism
1244485,DB00802,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01211,alfentanil,clarithromycin,Major,Synergism
1244521,DB00414,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01309,acetohexamide,insulin glulisine,Moderate,Synergism
1244525,DB01105,the risk or severity of gastrointestinal bleeding can be increased when (.*) is combined with (.*).,DB00586,sibutramine,diclofenac,Moderate,Synergism
1244598,DB00497,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00574,oxycodone,fenfluramine,Unknown,Synergism
1244715,DB01016,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00887,glyburide,bumetanide,Unknown,Antagonism
1244726,DB00757,the metabolism of (.*) can be decreased when combined with (.*).,DB00622,dolasetron,nicardipine,Unknown,Synergism
1244742,DB00564,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00254,carbamazepine,doxycycline,Unknown,Synergism
1244842,DB01132,(.*) may decrease the hypoglycemic activities of (.*).,DB09098,pioglitazone,somatrem,Unknown,Antagonism
1244972,DB01072,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06724,atazanavir,calcium carbonate,Unknown,Antagonism
1245106,DB00191,(.*) may decrease the stimulatory activities of (.*).,DB00508,phentermine,triflupromazine,Moderate,Antagonism
1245136,DB00679,the risk or severity of hypotension and cns depression can be increased when (.*) is combined with (.*).,DB00295,thioridazine,morphine,Major,New Adverse
1245143,DB00314,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01250,capreomycin,olsalazine,Unknown,Synergism
1245182,DB01156,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB12015,bupropion,alpelisib,Unknown,Antagonism
1245201,DB01156,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00635,bupropion,prednisone,Major,Synergism
