Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type,Adverse_Effect
1032404,DB00204,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00331,dofetilide,metformin,Moderate,Synergism,Unknown
1032509,DB00836,the excretion of (.*) can be decreased when combined with (.*).,DB01182,loperamide,propafenone,Moderate,Synergism,Unknown
1032570,DB09564,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00827,insulin degludec,cinoxacin,Major,Synergism,Unknown
1032574,DB01016,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB15093,glyburide,somapacitan,Moderate,Antagonism,Unknown
1032659,DB00672,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01406,chlorpropamide,danazol,Moderate,Antagonism,Unknown
1032689,DB08907,(.*) may increase the hypotensive activities of (.*).,DB00898,canagliflozin,ethanol,Moderate,Synergism,Unknown
1032723,DB00295,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01183,morphine,naloxone,Moderate,Antagonism,Unknown
1032737,DB00468,the risk or severity of neuromuscular blockade can be increased when (.*) is combined with (.*).,DB11110,quinine,magnesium citrate,Moderate,New Adverse,Neuromuscular blockade
1032782,DB00363,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01211,clozapine,clarithromycin,Moderate,Synergism,Unknown
1032787,DB01069,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB04843,promethazine,mepenzolate,Moderate,New Adverse,Adverse effects
1032919,DB00731,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,nateglinide,aprepitant,Moderate,Synergism,Unknown
1032923,DB09049,the metabolism of (.*) can be increased when combined with (.*).,DB01323,naloxegol,st. john's wort,Major,Antagonism,Unknown
1032932,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00951,glipizide,isoniazid,Moderate,Antagonism,Unknown
1032993,DB01211,the metabolism of (.*) can be decreased when combined with (.*).,DB09118,clarithromycin,stiripentol,Moderate,Synergism,Unknown
1033044,DB00541,the excretion of (.*) can be decreased when combined with (.*).,DB01211,vincristine,clarithromycin,Major,Synergism,Unknown
1033069,DB00335,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB01234,atenolol,dexamethasone,Moderate,Antagonism,Unknown
1033120,DB00747,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00557,scopolamine,hydroxyzine,Moderate,Synergism,Unknown
1033232,DB08907,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00104,canagliflozin,octreotide,Moderate,Antagonism,Unknown
1033233,DB00335,the metabolism of (.*) can be decreased when combined with (.*).,DB00470,atenolol,dronabinol,Moderate,Synergism,Unknown
1033339,DB00864,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01113,tacrolimus,papaverine,Major,Synergism,Unknown
1033340,DB06777,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00364,chenodeoxycholic acid,sucralfate,Moderate,Antagonism,Unknown
1033433,DB00457,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01234,prazosin,dexamethasone,Moderate,Synergism,Unknown
1033441,DB00046,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00007,insulin lispro,leuprolide,Moderate,Antagonism,Unknown
1033472,DB00787,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01014,acyclovir,balsalazide,Moderate,Synergism,Unknown
1033475,DB00284,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00779,acarbose,nalidixic acid,Moderate,Synergism,Unknown
1033495,DB00404,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01156,alprazolam,bupropion,Moderate,Synergism,Unknown
1033552,DB00839,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00294,tolazamide,etonogestrel,Moderate,Antagonism,Unknown
1033612,DB11921,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00681,deflazacort,amphotericin b,Moderate,New Adverse,Hypokalemia
1033841,DB01041,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00904,thalidomide,ondansetron,Moderate,Synergism,Unknown
1033864,DB06203,the metabolism of (.*) can be decreased when combined with (.*).,DB00701,alogliptin,amprenavir,Moderate,Synergism,Unknown
1033889,DB11827,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00304,ertugliflozin,desogestrel,Moderate,Antagonism,Unknown
1033911,DB00556,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00889,perflutren,granisetron,Moderate,Synergism,Unknown
1033935,DB00454,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01105,meperidine,sibutramine,Major,Synergism,Unknown
1033947,DB00266,the risk or severity of bleeding and bruising can be increased when (.*) is combined with (.*).,DB05990,dicoumarol,obeticholic acid,Moderate,New Adverse,"Bruising,Bleeding "
1033964,DB00526,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01137,oxaliplatin,levofloxacin,Moderate,Synergism,Unknown
1034150,DB00912,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00695,repaglinide,furosemide,Moderate,Antagonism,Unknown
1034309,DB00472,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01137,fluoxetine,levofloxacin,Moderate,Synergism,Unknown
1034315,DB13139,(.*) may increase the tachycardic activities of (.*).,DB01105,levosalbutamol,sibutramine,Moderate,Synergism,Unknown
1034386,DB01121,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB11130,phenacemide,opium,Moderate,New Adverse,CNS depression
1034391,DB06335,the metabolism of (.*) can be increased when combined with (.*).,DB00312,saxagliptin,pentobarbital,Moderate,Antagonism,Unknown
1034420,DB08826,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11348,deferiprone,calcium phosphate,Moderate,Antagonism,Unknown
1034595,DB01211,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB06119,clarithromycin,cenobamate,Moderate,Antagonism,Unknown
1034705,DB01174,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,phenobarbital,nabilone,Moderate,Synergism,Unknown
1034748,DB08930,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11093,dolutegravir,calcium citrate,Major,Antagonism,Unknown
1034829,DB01234,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00903,dexamethasone,etacrynic acid,Moderate,New Adverse,Hypokalemia
1034830,DB01261,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01137,sitagliptin,levofloxacin,Moderate,Synergism,Unknown
1034840,DB00641,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01259,simvastatin,lapatinib,Moderate,Synergism,Unknown
1034910,DB01137,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00364,levofloxacin,sucralfate,Moderate,Antagonism,Unknown
1035129,DB06210,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11093,eltrombopag,calcium citrate,Moderate,Antagonism,Unknown
1035170,DB01623,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,thiothixene,nabilone,Moderate,Synergism,Unknown
1035243,DB06589,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,pazopanib,magaldrate,Moderate,Antagonism,Unknown
1035252,DB01416,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB06724,cefpodoxime,calcium carbonate,Moderate,Antagonism,Unknown
1035277,DB01155,the absorption of (.*) can be decreased when combined with (.*).,DB08938,gemifloxacin,magaldrate,Moderate,Antagonism,Unknown
1035371,DB06335,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00779,saxagliptin,nalidixic acid,Moderate,Synergism,Unknown
1035418,DB00191,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00193,phentermine,tramadol,Major,Synergism,Unknown
1035447,DB12942,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01403,lactitol,methotrimeprazine,Moderate,Antagonism,Unknown
1035577,DB00323,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB11130,tolcapone,opium,Moderate,New Adverse,CNS depression
1035585,DB09472,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00458,sodium sulfate,imipramine,Moderate,Antagonism,Unknown
1035607,DB01309,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00503,insulin glulisine,ritonavir,Moderate,Antagonism,Unknown
1035628,DB00209,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00332,trospium,ipratropium,Moderate,New Adverse,Adverse effects
1035639,DB12130,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,lorlatinib,miconazole,Moderate,Synergism,Unknown
1035664,DB00620,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01026,triamcinolone,ketoconazole,Major,Synergism,Unknown
1035727,DB00898,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00747,ethanol,scopolamine,Moderate,Synergism,Unknown
1035796,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00573,streptomycin,fenoprofen,Moderate,Synergism,Unknown
1035969,DB00672,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB04574,chlorpropamide,estrone sulfate,Moderate,Antagonism,Unknown
1035989,DB01285,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01132,corticotropin,pioglitazone,Moderate,Synergism,Unknown
1036010,DB00295,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11632,morphine,opicapone,Moderate,New Adverse,Adverse effects
1036014,DB00373,the metabolism of (.*) can be decreased when combined with (.*).,DB04871,timolol,lorcaserin,Moderate,Synergism,Unknown
1036017,DB00678,the metabolism of (.*) can be increased when combined with (.*).,DB01234,losartan,dexamethasone,Moderate,Antagonism,Unknown
1036027,DB09472,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01050,sodium sulfate,ibuprofen,Moderate,Synergism,Unknown
1036141,DB00377,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00850,palonosetron,perphenazine,Moderate,New Adverse,CNS depression
1036211,DB00986,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00333,glycopyrronium,methadone,Moderate,New Adverse,Adverse effects
1036252,DB00584,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00046,enalapril,insulin lispro,Moderate,Synergism,Unknown
1036367,DB01276,(.*) may decrease the hypoglycemic activities of (.*).,DB00052,exenatide,somatotropin,Moderate,Antagonism,Unknown
1036419,DB08907,"the risk or severity of renal failure, hypotension, and hyperkalemia can be increased when (.*) is combined with (.*).",DB01197,canagliflozin,captopril,Moderate,New Adverse,"Hyperkalemia,Hypotension,Renal failure"
1036555,DB01261,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00738,sitagliptin,pentamidine,Moderate,Antagonism,Unknown
1036589,DB00331,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01590,metformin,everolimus,Moderate,Antagonism,Unknown
1036628,DB00687,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01307,fludrocortisone,insulin detemir,Moderate,Synergism,Unknown
1036659,DB00540,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,nortriptyline,sibutramine,Major,New Adverse,Adverse effects
1036737,DB01261,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB11901,sitagliptin,apalutamide,Moderate,Antagonism,Unknown
1036777,DB00421,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09462,spironolactone,glycerin,Moderate,Synergism,Unknown
1036870,DB00620,the bioavailability of (.*) can be decreased when combined with (.*).,DB09104,triamcinolone,magnesium hydroxide,Moderate,Antagonism,Unknown
1036980,DB00222,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00627,glimepiride,niacin,Moderate,Antagonism,Unknown
1037040,DB00280,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00804,disopyramide,dicyclomine,Moderate,New Adverse,Adverse effects
1037044,DB00934,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11130,maprotiline,opium,Moderate,New Adverse,Adverse effects
1037127,DB09481,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01067,magnesium carbonate,glipizide,Moderate,Synergism,Unknown
1037192,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00951,acarbose,isoniazid,Moderate,Antagonism,Unknown
1037276,DB00624,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00620,testosterone,triamcinolone,Moderate,Antagonism,Unknown
1037314,DB00182,the metabolism of (.*) can be decreased when combined with (.*).,DB09291,amphetamine,rolapitant,Moderate,Synergism,Unknown
1037357,DB01016,(.*) may decrease the hypoglycemic activities of (.*).,DB01151,glyburide,desipramine,Moderate,Antagonism,Unknown
1037378,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00554,streptomycin,piroxicam,Moderate,Synergism,Unknown
1037385,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB04575,insulin degludec,quinestrol,Moderate,Antagonism,Unknown
1037446,DB01396,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00668,digitoxin,epinephrine,Moderate,Synergism,Unknown
1037520,DB09268,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01421,picosulfuric acid,paromomycin,Moderate,Antagonism,Unknown
1037541,DB01124,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB12015,tolbutamide,alpelisib,Moderate,Antagonism,Unknown
1037552,DB01144,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,diclofenamide,insulin detemir,Moderate,Synergism,Unknown
1037561,DB08907,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,canagliflozin,norfloxacin,Moderate,Synergism,Unknown
1037575,DB01165,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11348,ofloxacin,calcium phosphate,Moderate,Antagonism,Unknown
1037661,DB00620,the metabolism of (.*) can be decreased when combined with (.*).,DB06636,triamcinolone,isavuconazonium,Moderate,Synergism,Unknown
1037706,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01324,semaglutide,polythiazide,Moderate,Antagonism,Unknown
1037730,DB09330,the metabolism of (.*) can be decreased when combined with (.*).,DB00604,osimertinib,cisapride,Major,Synergism,Unknown
1037741,DB00266,(.*) may increase the anticoagulant activities of (.*).,DB06412,dicoumarol,oxymetholone,Major,Synergism,Unknown
1037800,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB04946,miglitol,iloperidone,Moderate,Antagonism,Unknown
1037882,DB00884,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00258,risedronic acid,calcium acetate,Moderate,Antagonism,Unknown
1037964,DB01233,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01149,metoclopramide,nefazodone,Moderate,New Adverse,Adverse effects
1037971,DB00197,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00334,troglitazone,olanzapine,Moderate,Antagonism,Unknown
1037993,DB09265,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00104,lixisenatide,octreotide,Moderate,Antagonism,Unknown
1038078,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01324,dulaglutide,polythiazide,Moderate,Antagonism,Unknown
1038094,DB00579,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB06204,mazindol,tapentadol,Major,Synergism,Unknown
1038122,DB08868,(.*) may increase the immunosuppressive activities of (.*).,DB00443,fingolimod,betamethasone,Major,Synergism,Unknown
1038212,DB00759,the metabolism of (.*) can be decreased when combined with (.*).,DB00696,tetracycline,ergotamine,Moderate,Synergism,Unknown
1038348,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00465,streptomycin,ketorolac,Moderate,Synergism,Unknown
1038363,DB00295,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01200,morphine,bromocriptine,Moderate,New Adverse,CNS depression
1038467,DB00912,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00501,repaglinide,cimetidine,Moderate,Synergism,Unknown
1038472,DB01224,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,quetiapine,nabilone,Moderate,Synergism,Unknown
1038511,DB00804,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00810,dicyclomine,biperiden,Moderate,New Adverse,Adverse effects
1038534,DB01124,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00571,tolbutamide,propranolol,Moderate,Synergism,Unknown
1038572,DB01142,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,doxepin,clarithromycin,Moderate,Synergism,Unknown
1038631,DB00209,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00083,trospium,botulinum toxin type a,Moderate,New Adverse,Adverse effects
1038686,DB00530,the metabolism of (.*) can be decreased when combined with (.*).,DB09291,erlotinib,rolapitant,Moderate,Synergism,Unknown
1038806,DB00904,the metabolism of (.*) can be increased when combined with (.*).,DB00745,ondansetron,modafinil,Minor,Antagonism,Unknown
1038810,DB01234,the metabolism of (.*) can be decreased when combined with (.*).,DB04868,dexamethasone,nilotinib,Major,Synergism,Unknown
1038836,DB01060,the excretion of (.*) can be decreased when combined with (.*).,DB01032,amoxicillin,probenecid,Minor,Synergism,Unknown
1038892,DB00635,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00465,prednisone,ketorolac,Moderate,New Adverse,Gastrointestinal irritation
1038958,DB00765,(.*) may increase the sedative activities of (.*).,DB00486,metyrosine,nabilone,Moderate,Synergism,Unknown
1038968,DB00412,(.*) may decrease the hypoglycemic activities of (.*).,DB01583,rosiglitazone,liotrix,Moderate,Antagonism,Unknown
1038980,DB00795,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00461,sulfasalazine,nabumetone,Moderate,Antagonism,Unknown
1038993,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00279,magnesium hydroxide,liothyronine,Moderate,Synergism,Unknown
1039135,DB00404,the metabolism of (.*) can be decreased when combined with (.*).,DB00470,alprazolam,dronabinol,Moderate,Synergism,Unknown
1039153,DB08865,the metabolism of (.*) can be decreased when combined with (.*).,DB06335,crizotinib,saxagliptin,Moderate,Synergism,Unknown
1039195,DB00668,(.*) may increase the tachycardic activities of (.*).,DB06700,epinephrine,desvenlafaxine,Moderate,Synergism,Unknown
1039243,DB00182,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00126,amphetamine,ascorbic acid,Moderate,Antagonism,Unknown
1039289,DB00804,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00698,dicyclomine,nitrofurantoin,Minor,Synergism,Unknown
1039310,DB00673,the metabolism of (.*) can be increased when combined with (.*).,DB00312,aprepitant,pentobarbital,Moderate,Antagonism,Unknown
1039395,DB00412,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06825,rosiglitazone,triptorelin,Moderate,Antagonism,Unknown
1039433,DB00741,the risk or severity of fluid retention can be increased when (.*) is combined with (.*).,DB06412,hydrocortisone,oxymetholone,Moderate,New Adverse,Fluid retention
1039453,DB01020,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB08907,isosorbide mononitrate,canagliflozin,Moderate,New Adverse,Adverse effects
1039458,DB11110,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00508,magnesium citrate,triflupromazine,Moderate,Antagonism,Unknown
1039495,DB00222,(.*) may increase the hypoglycemic activities of (.*).,DB01247,glimepiride,isocarboxazid,Moderate,Synergism,Unknown
1039611,DB05039,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,indacaterol,miconazole,Minor,Synergism,Unknown
1039639,DB00703,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB09472,methazolamide,sodium sulfate,Moderate,Synergism,Unknown
1039707,DB00254,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00808,doxycycline,indapamide,Minor,Antagonism,Unknown
1039877,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01320,glipizide,fosphenytoin,Moderate,Antagonism,Unknown
1040030,DB01098,the metabolism of (.*) can be increased when combined with (.*).,DB06273,rosuvastatin,tocilizumab,Moderate,Antagonism,Unknown
1040041,DB11627,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00635,hepatitis b vaccine (recombinant),prednisone,Moderate,Antagonism,Unknown
1040205,DB09038,"the risk or severity of renal failure, hypotension, and hyperkalemia can be increased when (.*) is combined with (.*).",DB00584,empagliflozin,enalapril,Moderate,New Adverse,"Hyperkalemia,Hypotension,Renal failure"
1040284,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00014,dapagliflozin,goserelin,Moderate,Antagonism,Unknown
1040322,DB06203,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,alogliptin,norfloxacin,Moderate,Synergism,Unknown
1040356,DB01577,the metabolism of (.*) can be decreased when combined with (.*).,DB04871,metamfetamine,lorcaserin,Major,Synergism,Unknown
1040432,DB00860,the metabolism of (.*) can be decreased when combined with (.*).,DB00343,prednisolone,diltiazem,Moderate,Synergism,Unknown
1040453,DB01320,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01124,fosphenytoin,tolbutamide,Moderate,Synergism,Unknown
1040700,DB00887,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00047,bumetanide,insulin glargine,Moderate,Synergism,Unknown
1040740,DB00244,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB00684,mesalazine,tobramycin,Moderate,Synergism,Unknown
1040755,DB00562,the serum concentration of (.*) can be increased when it is combined with (.*).,DB11315,benzthiazide,methscopolamine,Minor,Synergism,Unknown
1040763,DB04871,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00285,lorcaserin,venlafaxine,Major,Synergism,Unknown
1040856,DB00222,(.*) may increase the hypoglycemic activities of (.*).,DB08907,glimepiride,canagliflozin,Moderate,Synergism,Unknown
1040984,DB00860,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00255,prednisolone,diethylstilbestrol,Moderate,Synergism,Unknown
1041026,DB00424,(.*) may increase the anticholinergic activities of (.*).,DB06691,hyoscyamine,mepyramine,Moderate,Synergism,Unknown
1041104,DB00263,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,sulfisoxazole,insulin detemir,Moderate,Synergism,Unknown
1041180,DB01132,the metabolism of (.*) can be increased when combined with (.*).,DB00564,pioglitazone,carbamazepine,Moderate,Antagonism,Unknown
1041330,DB00620,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00554,triamcinolone,piroxicam,Moderate,New Adverse,Gastrointestinal irritation
1041343,DB01149,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01191,nefazodone,dexfenfluramine,Major,Synergism,Unknown
1041398,DB00252,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00364,phenytoin,sucralfate,Moderate,Antagonism,Unknown
1041418,DB00757,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00904,dolasetron,ondansetron,Major,Synergism,Unknown
1041456,DB00444,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00916,teniposide,metronidazole,Moderate,Synergism,Unknown
1041461,DB09133,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00742,iothalamic acid,mannitol,Moderate,Antagonism,Unknown
1041483,DB01137,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB08865,levofloxacin,crizotinib,Major,Synergism,Unknown
1041571,DB00741,the metabolism of (.*) can be decreased when combined with (.*).,DB00622,hydrocortisone,nicardipine,Moderate,Synergism,Unknown
1041661,DB00320,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00668,dihydroergotamine,epinephrine,Major,Synergism,Unknown
1041678,DB00197,(.*) may decrease the hypoglycemic activities of (.*).,DB01583,troglitazone,liotrix,Moderate,Antagonism,Unknown
1041769,DB00877,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,sirolimus,cimetidine,Moderate,Synergism,Unknown
1041771,DB01233,the risk or severity of sedation can be increased when (.*) is combined with (.*).,DB00418,metoclopramide,secobarbital,Moderate,New Adverse,Sedation
1041799,DB00916,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00978,metronidazole,lomefloxacin,Minor,Synergism,Unknown
1041837,DB00620,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01124,triamcinolone,tolbutamide,Moderate,Synergism,Unknown
1041934,DB01224,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,quetiapine,bupropion,Major,Synergism,Unknown
1041948,DB01098,the risk or severity of myopathy and rhabdomyolysis can be increased when (.*) is combined with (.*).,DB05109,rosuvastatin,trabectedin,Moderate,Synergism,Unknown
1041980,DB00945,the risk or severity of gastrointestinal bleeding can be increased when (.*) is combined with (.*).,DB01077,acetylsalicylic acid,etidronic acid,Moderate,Synergism,Unknown
1042070,DB01211,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00224,clarithromycin,indinavir,Minor,Synergism,Unknown
1042131,DB01067,the protein binding of (.*) can be decreased when combined with (.*).,DB00814,glipizide,meloxicam,Moderate,Synergism,Unknown
1042381,DB00871,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00604,terbutaline,cisapride,Major,Synergism,Unknown
1042419,DB00904,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00714,ondansetron,apomorphine,Major,Synergism,Unknown
1042428,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00734,insulin degludec,risperidone,Moderate,Antagonism,Unknown
1042441,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00252,glipizide,phenytoin,Moderate,Antagonism,Unknown
1042471,DB00202,the risk or severity of hyperkalemia can be increased when (.*) is combined with (.*).,DB00742,succinylcholine,mannitol,Moderate,Synergism,Unknown
1042535,DB01307,(.*) may decrease the hypoglycemic activities of (.*).,DB00024,insulin detemir,thyrotropin alfa,Moderate,Antagonism,Unknown
1042577,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00932,dapagliflozin,tipranavir,Moderate,Antagonism,Unknown
1042593,DB01035,the metabolism of (.*) can be decreased when combined with (.*).,DB00904,procainamide,ondansetron,Major,Synergism,Unknown
1042667,DB09268,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01212,picosulfuric acid,ceftriaxone,Moderate,Synergism,Unknown
1042705,DB01021,(.*) may decrease the antihypertensive activities of (.*).,DB00572,trichlormethiazide,atropine,Minor,Antagonism,Unknown
1042789,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB00370,eliglustat,mirtazapine,Moderate,Synergism,Unknown
1042802,DB00682,the metabolism of (.*) can be decreased when combined with (.*).,DB00621,warfarin,oxandrolone,Major,Synergism,Unknown
1042925,DB00091,(.*) can cause an increase in the absorption of (.*) resulting in an increased serum concentration and potentially a worsening of adverse effects.,DB01233,cyclosporine,metoclopramide,Moderate,Synergism,Unknown
1043040,DB00672,the protein binding of (.*) can be decreased when combined with (.*).,DB00812,chlorpropamide,phenylbutazone,Moderate,Synergism,Unknown
